entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,"","Instructions"
"3072953383","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"3072953386","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"3072953389","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"3072953391","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","","4) You can not use this form to create new entries"
"3072953393","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","",""
"3072953395","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","",Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
"3072953911","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-14178:Justin Faulk,87247-14178,D,Justin,Justin Faulk,Faulk,11.135087933456688,57,6100,VAN@STL,STL,VAN,,,,,,D/UTIL
"3072953913","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-8176:David Krejci,87247-8176,C,David,David Krejci,Krejci,11.203845684344952,52,6100,BOS@SEA,BOS,SEA,,,,,,C/UTIL
"3072953916","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-39245:Jacob Trouba,87247-39245,D,Jacob,Jacob Trouba,Trouba,10.987719084087171,57,6000,NYR@DET,NYR,DET,,,,,,D/UTIL
"3072953917","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-23071:Vladimir Tarasenko,87247-23071,W,Vladimir,Vladimir Tarasenko,Tarasenko,12.07499972256747,44,6000,NYR@DET,NYR,DET,,,,,,W/UTIL
"3072953919","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-9189:Mikael Backlund,87247-9189,C,Mikael,Mikael Backlund,Backlund,11.98620710701778,58,6000,CGY@VGK,CGY,VGK,,,,,,C/UTIL
"3072953922","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-21648:Torey Krug,87247-21648,D,Torey,Torey Krug,Krug,10.797499847412109,40,6000,VAN@STL,STL,VAN,DTD,Lower body,,,,D/UTIL
"3072953926","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-13981:Tyson Barrie,87247-13981,D,Tyson,Tyson Barrie,Barrie,11.001723716998923,58,6000,EDM@PIT,EDM,PIT,,,,,,D/UTIL
"3072953929","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-82087:Filip Chytil,87247-82087,C,Filip,Filip Chytil,Chytil,11.020754256338444,53,5900,NYR@DET,NYR,DET,,,,,,C/UTIL
"3072953931","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-66515:Vince Dunn,87247-66515,D,Vince,Vince Dunn,Dunn,10.88947389836897,57,5900,BOS@SEA,SEA,BOS,,,,,,D/UTIL
"3072953941","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-66709:Jared McCann,87247-66709,W,Jared,Jared McCann,McCann,11.842592592592593,54,5900,BOS@SEA,SEA,BOS,,,,,,W/UTIL
"3072953942","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-74016:Filip Hronek,87247-74016,D,Filip,Filip Hronek,Hronek,10.724999564034599,56,5800,NYR@DET,DET,NYR,,,,,,D/UTIL
"3072953944","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-169115:Matty Beniers,87247-169115,C,Matty,Matty Beniers,Beniers,11.301817737926136,55,5800,BOS@SEA,SEA,BOS,,,,,,C/UTIL
"3072953945","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-21689:Reilly Smith,87247-21689,W,Reilly,Reilly Smith,Smith,11.359649122807017,57,5800,CGY@VGK,VGK,CGY,,,,,,W/UTIL
"3072953946","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-42833:Andre Burakovsky,87247-42833,W,Andre,Andre Burakovsky,Burakovsky,11.489795918367347,49,5800,BOS@SEA,SEA,BOS,IR,Lower body,,,,W/UTIL
"3072953948","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-12410:Taylor Hall,87247-12410,W,Taylor,Taylor Hall,Hall,11.119643075125557,56,5700,BOS@SEA,BOS,SEA,,,,,,W/UTIL
"3072953949","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-8406:Drew Doughty,87247-8406,D,Drew,Drew Doughty,Doughty,10.82807038959704,57,5700,LA@NJ,LA,NJ,,,,,,D/UTIL
"3072953951","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-64101:Noah Hanifin,87247-64101,D,Noah,Noah Hanifin,Hanifin,10.240351091351425,57,5700,CGY@VGK,CGY,VGK,,,,,,D/UTIL
"3072953954","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-42839:Chandler Stephenson,87247-42839,C,Chandler,Chandler Stephenson,Stephenson,11.326315361156798,57,5700,CGY@VGK,VGK,CGY,,,,,,C/UTIL
"3072953956","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-79857:Brock Boeser,87247-79857,W,Brock,Brock Boeser,Boeser,11.034000244140625,50,5700,VAN@STL,VAN,STL,,,,,,W/UTIL
"3072953957","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-81983:Robert Thomas,87247-81983,C,Robert,Robert Thomas,Thomas,11.155556007667824,54,5600,VAN@STL,STL,VAN,,,,,,C/UTIL
"3072953960","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-61549:Frank Vatrano,87247-61549,W,Frank,Frank Vatrano,Vatrano,11.22931013436153,58,5600,ANH@WSH,ANH,WSH,,,,,,W/UTIL
"3072953963","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-9025:Jordan Eberle,87247-9025,W,Jordan,Jordan Eberle,Eberle,11.198245399876646,57,5600,BOS@SEA,SEA,BOS,,,,,,W/UTIL
"3072953966","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-11201:Jeff Petry,87247-11201,D,Jeff,Jeff Petry,Petry,10.14749984741211,40,5600,EDM@PIT,PIT,EDM,DTD,Illness,,,,D/UTIL
"3072953969","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-12843:Adam Henrique,87247-12843,W,Adam,Adam Henrique,Henrique,10.703508343612938,57,5500,ANH@WSH,ANH,WSH,O,Lower body,,,,W/UTIL
"3072953971","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-97173:Sean Durzi,87247-97173,D,Sean,Sean Durzi,Durzi,10.36727294921875,55,5500,LA@NJ,LA,NJ,,,,,,D/UTIL
"3072953972","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-9266:Brayden Schenn,87247-9266,C,Brayden,Brayden Schenn,Schenn,10.771929824561404,57,5500,VAN@STL,STL,VAN,,,,,,C/UTIL
"3072953974","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-52475:Evgeny Kuznetsov,87247-52475,C,Evgeny,Evgeny Kuznetsov,Kuznetsov,11.13965475148168,58,5500,ANH@WSH,WSH,ANH,,,,,,C/UTIL
"3072953976","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-42922:Dominik Kubalik,87247-42922,W,Dominik,Dominik Kubalik,Kubalik,10.754545454545454,55,5500,NYR@DET,DET,NYR,,,,,,W/UTIL
"3072953978","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-79935:Alex Iafallo,87247-79935,W,Alex,Alex Iafallo,Iafallo,10.662857491629465,35,5400,LA@NJ,LA,NJ,,,,,,W/UTIL
"3072953980","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-14564:Adam Larsson,87247-14564,D,Adam,Adam Larsson,Larsson,9.873683996367873,57,5400,BOS@SEA,SEA,BOS,,,,,,D/UTIL
"3072953983","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-15277:Phillip Danault,87247-15277,C,Phillip,Phillip Danault,Danault,11.205172834725216,58,5400,LA@NJ,LA,NJ,,,,,,C/UTIL
"3072953984","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-54477:Bryan Rust,87247-54477,W,Bryan,Bryan Rust,Rust,10.730357578822545,56,5400,EDM@PIT,PIT,EDM,,,,,,W/UTIL
"3072953986","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-8640:David Perron,87247-8640,W,David,David Perron,Perron,10.476785932268415,56,5300,NYR@DET,DET,NYR,,,,,,W/UTIL
"3072953988","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-62492:Erik Gustafsson,87247-62492,D,Erik,Erik Gustafsson,Gustafsson,9.774138351966595,58,5300,ANH@WSH,WSH,ANH,,,,,,D/UTIL
"3072953990","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-39990:William Karlsson,87247-39990,C,William,William Karlsson,Karlsson,10.29473662794682,57,5300,CGY@VGK,VGK,CGY,,,,,,C/UTIL
"3072953991","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-21686:Jason Zucker,87247-21686,W,Jason,Jason Zucker,Zucker,10.475471928434551,53,5300,EDM@PIT,PIT,EDM,,,,,,W/UTIL
"3072953993","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-117104:Tommy Novak,87247-117104,C,Tommy,Tommy Novak,Novak,10.450000127156576,24,5200,NSH@SJ,NSH,SJ,,,,,,C/UTIL
"3072953995","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-135668:Alexander Barabanov,87247-135668,W,Alexander,Alexander Barabanov,Barabanov,10.262264611586085,53,5200,NSH@SJ,SJ,NSH,,,,,,W/UTIL
"3072953997","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-97213:Ty Smith,87247-97213,D,Ty,Ty Smith,Smith,9.677777608235678,9,5200,EDM@PIT,PIT,EDM,,,,,,D/UTIL
"3072953998","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-83057:Victor Olofsson,87247-83057,W,Victor,Victor Olofsson,Olofsson,10.327272727272728,55,5200,BUF@TB,BUF,TB,,,,,,W/UTIL
"3072953999","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-43122:Ryan Graves,87247-43122,D,Ryan,Ryan Graves,Graves,9.429629855685764,54,5100,LA@NJ,NJ,LA,,,,,,D/UTIL
"3072954000","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-12460:Cam Fowler,87247-12460,D,Cam,Cam Fowler,Fowler,9.303447854929956,58,5100,ANH@WSH,ANH,WSH,,,,,,D/UTIL
"3072954003","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-21523:Alex Killorn,87247-21523,W,Alex,Alex Killorn,Killorn,10.101785932268415,56,5100,BUF@TB,TB,BUF,,,,,,W/UTIL
"3072954004","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-66675:Daniel Sprong,87247-66675,W,Daniel,Daniel Sprong,Sprong,10.1875,48,5100,BOS@SEA,SEA,BOS,,,,,,W/UTIL
"3072954005","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-66713:Anthony Cirelli,87247-66713,C,Anthony,Anthony Cirelli,Cirelli,10.187879157788826,33,5100,BUF@TB,TB,BUF,,,,,,C/UTIL
"3072954007","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-79877:Jake Walman,87247-79877,D,Jake,Jake Walman,Walman,9.375675510715794,37,5000,NYR@DET,DET,NYR,,,,,,D/UTIL
"3072954008","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-82024:Gabriel Vilardi,87247-82024,W,Gabriel,Gabriel Vilardi,Vilardi,10.59999974568685,48,5000,LA@NJ,LA,NJ,,,,,,W/UTIL
"3072955076","87247-262981049","$1K Thu NHL Wrister (10 Entries Max)","","","","","","","","","","",87247-43176:Ryan Hartman,87247-43176,C,Ryan,Ryan Hartman,Hartman,10.313888549804688,36,5000,MIN@CBJ,MIN,CBJ,,,,,,C/UTIL
"3072955077","87247-262981049","$1K Thu NHL Wrister (10 Entries Max)","","","","","","","","","","",87247-146124:Dawson Mercer,87247-146124,C,Dawson,Dawson Mercer,Mercer,10.303508557771382,57,5000,LA@NJ,NJ,LA,,,,,,C/UTIL
"3072955078","87247-262981049","$1K Thu NHL Wrister (10 Entries Max)","","","","","","","","","","",87247-119830:K'Andre Miller,87247-119830,D,K'Andre,K'Andre Miller,Miller,9.163157680578399,57,5000,NYR@DET,NYR,DET,,,,,,D/UTIL
"3072955079","87247-262981049","$1K Thu NHL Wrister (10 Entries Max)","","","","","","","","","","",87247-58883:Robby Fabbri,87247-58883,W,Robby,Robby Fabbri,Fabbri,10.21500015258789,20,5000,NYR@DET,DET,NYR,DTD,Lower body,,,,W/UTIL
"3072955080","87247-262981049","$1K Thu NHL Wrister (10 Entries Max)","","","","","","","","","","",87247-42773:Oliver Bjorkstrand,87247-42773,W,Oliver,Oliver Bjorkstrand,Bjorkstrand,9.73333311917489,57,5000,BOS@SEA,SEA,BOS,,,,,,W/UTIL
"3072955081","87247-262981049","$1K Thu NHL Wrister (10 Entries Max)","","","","","","","","","","",87247-74112:Trevor Moore,87247-74112,W,Trevor,Trevor Moore,Moore,9.776190621512276,42,4900,LA@NJ,LA,NJ,,,,,,W/UTIL
"3072955082","87247-262981049","$1K Thu NHL Wrister (10 Entries Max)","","","","","","","","","","",87247-65969:Dylan Strome,87247-65969,C,Dylan,Dylan Strome,Strome,9.803447854929956,58,4900,ANH@WSH,WSH,ANH,,,,,,C/UTIL
"3072955083","87247-262981049","$1K Thu NHL Wrister (10 Entries Max)","","","","","","","","","","",87247-142018:Lucas Raymond,87247-142018,W,Lucas,Lucas Raymond,Raymond,9.884000244140625,50,4900,NYR@DET,DET,NYR,IR,Lower body,,,,W/UTIL
"3072955084","87247-262981049","$1K Thu NHL Wrister (10 Entries Max)","","","","","","","","","","",87247-82925:Eeli Tolvanen,87247-82925,W,Eeli,Eeli Tolvanen,Tolvanen,9.765789634303042,38,4900,BOS@SEA,SEA,BOS,,,,,,W/UTIL
"3072955085","87247-262981049","$1K Thu NHL Wrister (10 Entries Max)","","","","","","","","","","",87247-13472:Dmitry Orlov,87247-13472,D,Dmitry,Dmitry Orlov,Orlov,9.03255799759266,43,4900,ANH@WSH,WSH,ANH,,,,,,D/UTIL
"3072955729","87247-262981076","$5K Thu NHL Goal ($1K to 1st)","","","","","","","","","","",87247-159629:Mason McTavish,87247-159629,C,Mason,Mason McTavish,McTavish,9.831579375685306,57,4900,ANH@WSH,ANH,WSH,,,,,,C/UTIL
"3072955730","87247-262981076","$5K Thu NHL Goal ($1K to 1st)","","","","","","","","","","",87247-79865:Matt Roy,87247-79865,D,Matt,Matt Roy,Roy,9.00689697265625,58,4900,LA@NJ,LA,NJ,,,,,,D/UTIL
"3072955731","87247-262981076","$5K Thu NHL Goal ($1K to 1st)","","","","","","","","","","",87247-14457:John Klingberg,87247-14457,D,John,John Klingberg,Klingberg,8.802083333333334,48,4800,ANH@WSH,ANH,WSH,DTD,Lower body,,,,D/UTIL
"3072955732","87247-262981076","$5K Thu NHL Goal ($1K to 1st)","","","","","","","","","","",87247-65970:Pavel Zacha,87247-65970,C,Pavel,Pavel Zacha,Zacha,9.333928789411273,56,4800,BOS@SEA,BOS,SEA,,,,,,C/UTIL
"3072955734","87247-262981076","$5K Thu NHL Goal ($1K to 1st)","","","","","","","","","","",87247-8635:T.J. Oshie,87247-8635,W,T.J.,T.J. Oshie,Oshie,9.588095528738839,42,4800,ANH@WSH,WSH,ANH,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-23228:Justin Schultz,87247-23228,D,Justin,Justin Schultz,Schultz,8.624489920479911,49,4800,BOS@SEA,SEA,BOS,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-15217:Jonathan Huberdeau,87247-15217,W,Jonathan,Jonathan Huberdeau,Huberdeau,9.54363680752841,55,4800,CGY@VGK,CGY,VGK,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-104140:Ilya Mikheyev,87247-104140,W,Ilya,Ilya Mikheyev,Mikheyev,9.684782608695652,46,4800,VAN@STL,VAN,STL,IR,Knee,,,,W/UTIL
"","","","","","","","","","","","","",87247-61246:Colton Parayko,87247-61246,D,Colton,Colton Parayko,Parayko,8.959259033203125,54,4800,VAN@STL,STL,VAN,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-74086:Dillon Dube,87247-74086,W,Dillon,Dillon Dube,Dube,9.620689655172415,58,4700,CGY@VGK,CGY,VGK,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-16969:Charlie Coyle,87247-16969,C,Charlie,Charlie Coyle,Coyle,9.092857360839844,56,4700,BOS@SEA,BOS,SEA,,,,,,C/UTIL
"","","","","","","","","","","","","",87247-21122:Jaden Schwartz,87247-21122,W,Jaden,Jaden Schwartz,Schwartz,9.46250025431315,48,4700,BOS@SEA,SEA,BOS,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-97024:Adam Boqvist,87247-97024,D,Adam,Adam Boqvist,Boqvist,8.669230534480167,26,4700,MIN@CBJ,CBJ,MIN,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-11365:Kevin Shattenkirk,87247-11365,D,Kevin,Kevin Shattenkirk,Shattenkirk,8.447058584175858,51,4700,ANH@WSH,ANH,WSH,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-13742:Ben Chiarot,87247-13742,D,Ben,Ben Chiarot,Chiarot,8.62857164655413,56,4700,NYR@DET,DET,NYR,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-169861:Kirill Marchenko,87247-169861,W,Kirill,Kirill Marchenko,Marchenko,9.452940996955423,34,4700,MIN@CBJ,CBJ,MIN,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-147769:Daniil Miromanov,87247-147769,D,Daniil,Daniil Miromanov,Miromanov,8.107142857142858,14,4600,CGY@VGK,VGK,CGY,IR,Lower body,,,,D/UTIL
"","","","","","","","","","","","","",87247-117093:Arthur Kaliyev,87247-117093,W,Arthur,Arthur Kaliyev,Kaliyev,9.31052599455181,38,4600,LA@NJ,LA,NJ,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-53606:Yanni Gourde,87247-53606,C,Yanni,Yanni Gourde,Gourde,9.35892813546317,56,4600,BOS@SEA,SEA,BOS,,,,,,C/UTIL
"","","","","","","","","","","","","",87247-12728:Nino Niederreiter,87247-12728,W,Nino,Nino Niederreiter,Niederreiter,9.345454545454546,55,4600,NSH@SJ,NSH,SJ,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-170455:Marcus Bjork,87247-170455,D,Marcus,Marcus Bjork,Bjork,8.022222448278356,27,4600,MIN@CBJ,CBJ,MIN,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-66622:Conor Garland,87247-66622,W,Conor,Conor Garland,Garland,9.176786150251116,56,4600,VAN@STL,VAN,STL,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-66756:Andrew Mangiapane,87247-66756,W,Andrew,Andrew Mangiapane,Mangiapane,9.58965538287985,58,4600,CGY@VGK,CGY,VGK,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-14456:Mattias Ekholm,87247-14456,D,Mattias,Mattias Ekholm,Ekholm,7.8090909090909095,55,4500,NSH@SJ,NSH,SJ,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-23226:Tom Wilson,87247-23226,W,Tom,Tom Wilson,Wilson,9.219999694824219,10,4500,ANH@WSH,WSH,ANH,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-8967:Alec Martinez,87247-8967,D,Alec,Alec Martinez,Martinez,7.833962494472288,53,4500,CGY@VGK,VGK,CGY,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-15315:Ondrej Palat,87247-15315,W,Ondrej,Ondrej Palat,Palat,9.103703816731771,27,4500,LA@NJ,NJ,LA,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-66600:Blake Coleman,87247-66600,W,Blake,Blake Coleman,Coleman,9.055172624259159,58,4500,CGY@VGK,CGY,VGK,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-169056:Owen Power,87247-169056,D,Owen,Owen Power,Power,7.953846271221455,52,4500,BUF@TB,BUF,TB,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-169061:Nick Blankenburg,87247-169061,D,Nick,Nick Blankenburg,Blankenburg,7.91739156971807,23,4500,MIN@CBJ,CBJ,MIN,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-59261:Nicholas Paul,87247-59261,C,Nicholas,Nicholas Paul,Paul,9.007407294379341,54,4500,BUF@TB,TB,BUF,,,,,,C/UTIL
"","","","","","","","","","","","","",87247-43014:William Carrier,87247-43014,W,William,William Carrier,Carrier,8.862745098039216,51,4400,CGY@VGK,VGK,CGY,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-43135:Tyler Bertuzzi,87247-43135,W,Tyler,Tyler Bertuzzi,Bertuzzi,8.9,25,4400,NYR@DET,DET,NYR,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-39269:Erik Haula,87247-39269,C,Erik,Erik Haula,Haula,8.608772143983005,57,4400,LA@NJ,NJ,LA,,,,,,C/UTIL
"","","","","","","","","","","","","",87247-12793:Brayden McNabb,87247-12793,D,Brayden,Brayden McNabb,McNabb,7.635087933456688,57,4400,CGY@VGK,VGK,CGY,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-39710:Nick Jensen,87247-39710,D,Nick,Nick Jensen,Jensen,7.830508474576271,59,4400,ANH@WSH,WSH,ANH,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-97129:Evan Bouchard,87247-97129,D,Evan,Evan Bouchard,Bouchard,7.7879312449488145,58,4400,EDM@PIT,EDM,PIT,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-23438:Jonas Brodin,87247-23438,D,Jonas,Jonas Brodin,Brodin,7.877551020408164,49,4400,MIN@CBJ,MIN,CBJ,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-82850:Casey Mittelstadt,87247-82850,C,Casey,Casey Mittelstadt,Mittelstadt,8.547272838245739,55,4400,BUF@TB,BUF,TB,,,,,,C/UTIL
"","","","","","","","","","","","","",87247-68655:Matt Grzelcyk,87247-68655,D,Matt,Matt Grzelcyk,Grzelcyk,7.523077157827524,52,4400,BOS@SEA,BOS,SEA,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-9321:Tomas Tatar,87247-9321,W,Tomas,Tomas Tatar,Tatar,8.868421052631579,57,4400,LA@NJ,NJ,LA,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-66686:Anthony Beauvillier,87247-66686,W,Anthony,Anthony Beauvillier,Beauvillier,8.894828007139008,58,4400,VAN@STL,VAN,STL,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-58877:Conor Sheary,87247-58877,W,Conor,Conor Sheary,Sheary,8.85932224079714,59,4400,ANH@WSH,WSH,ANH,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-13982:Gustav Nyquist,87247-13982,W,Gustav,Gustav Nyquist,Nyquist,8.75,48,4400,MIN@CBJ,CBJ,MIN,IR,Upper body,,,,W/UTIL
"","","","","","","","","","","","","",87247-43042:MacKenzie Weegar,87247-43042,D,MacKenzie,MacKenzie Weegar,Weegar,7.636841891104715,57,4300,CGY@VGK,CGY,VGK,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-82051:Michael Rasmussen,87247-82051,C,Michael,Michael Rasmussen,Rasmussen,8.30892835344587,56,4300,NYR@DET,DET,NYR,,,,,,C/UTIL
"","","","","","","","","","","","","",87247-23041:Mikael Granlund,87247-23041,C,Mikael,Mikael Granlund,Granlund,8.309090909090909,55,4300,NSH@SJ,NSH,SJ,,,,,,C/UTIL
"","","","","","","","","","","","","",87247-8714:Nicklas Backstrom,87247-8714,C,Nicklas,Nicklas Backstrom,Backstrom,8.675000190734863,16,4300,ANH@WSH,WSH,ANH,,,,,,C/UTIL
"","","","","","","","","","","","","",87247-97055:Calen Addison,87247-97055,D,Calen,Calen Addison,Addison,7.542307927058293,52,4300,MIN@CBJ,MIN,CBJ,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-97212:Yegor Sharangovich,87247-97212,W,Yegor,Yegor Sharangovich,Sharangovich,8.280701754385966,57,4300,LA@NJ,NJ,LA,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-11254:Ian Cole,87247-11254,D,Ian,Ian Cole,Cole,7.230188909566627,53,4300,BUF@TB,TB,BUF,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-68646:Brandon Tanev,87247-68646,W,Brandon,Brandon Tanev,Tanev,8.364912066543312,57,4300,BOS@SEA,SEA,BOS,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-58891:Kevin Labanc,87247-58891,W,Kevin,Kevin Labanc,Labanc,8.585714534837372,49,4300,NSH@SJ,SJ,NSH,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-12244:Oliver Ekman-Larsson,87247-12244,D,Oliver,Oliver Ekman-Larsson,Ekman-Larsson,7.422221996166088,54,4300,VAN@STL,VAN,STL,IR,Ankle,,,,D/UTIL
"","","","","","","","","","","","","",87247-12447:Erik Gudbranson,87247-12447,D,Erik,Erik Gudbranson,Gudbranson,6.899999891008649,56,4200,MIN@CBJ,CBJ,MIN,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-82177:Connor Clifton,87247-82177,D,Connor,Connor Clifton,Clifton,6.971428462437221,56,4200,BOS@SEA,BOS,SEA,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-12592:Ryan Johansen,87247-12592,C,Ryan,Ryan Johansen,Johansen,8.090909090909092,55,4200,NSH@SJ,NSH,SJ,O,Leg,,,,C/UTIL
"","","","","","","","","","","","","",87247-8502:Kyle Okposo,87247-8502,W,Kyle,Kyle Okposo,Okposo,8.066666920979818,48,4200,BUF@TB,BUF,TB,,,,,,W/UTIL
"","","","","","","","","","","","","",87247-74047:Jack Roslovic,87247-74047,C,Jack,Jack Roslovic,Roslovic,8.2166668927228,54,4200,MIN@CBJ,CBJ,MIN,,,,,,C/UTIL
"","","","","","","","","","","","","",87247-168326:Nick Perbix,87247-168326,D,Nick,Nick Perbix,Perbix,7.715555826822917,45,4200,BUF@TB,TB,BUF,,,,,,D/UTIL
"","","","","","","","","","","","","",87247-8878:Dmitry Kulikov,87247-8878,D,Dmitry,Dmitry Kulikov,Kulikov,6.882758831155711,58,4200,ANH@WSH,ANH,WSH,,,,,,D/UTIL
