entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,,,
2995249975,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-45229,84056-52451,84056-45889,84056-56250,84056-90576,84056-80353,84056-103342,84056-12528,,84056-71077:Cole Kelley,84056-71077,QB,Cole,Cole Kelley,Kelley,,,6000,WAS@NYG,WAS,NYG,1,,,,,,QB,
2995249985,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-55050,84056-80001,84056-79979,84056-83083,84056-86997,84056-80353,84056-45229,84056-12545,,84056-60840:Jake Browning,84056-60840,QB,Jake,Jake Browning,Browning,,,6000,KC@CIN,CIN,KC,4,,,,,,QB,
2995249993,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-63050,84056-80001,84056-45889,84056-66008,84056-90576,84056-80353,84056-71706,84056-12528,,84056-91639:Jake Fromm,84056-91639,QB,Jake,Jake Fromm,Fromm,4.633333206,3,6000,WAS@NYG,WAS,NYG,1,,,,,,QB,
2995250001,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-91591,84056-40442,84056-55050,84056-29685,84056-73048,84056-73111,84056-33076,84056-104433,84056-12548,,84056-30253:Jeff Driskel,84056-30253,QB,Jeff,Jeff Driskel,Driskel,0.75,2,6000,CLE@HOU,HOU,CLE,1,,,,,,QB,
2995250009,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-38435,84056-54140,84056-55050,84056-56809,84056-60858,84056-86997,84056-71706,84056-103252,84056-12537,,84056-85607:Brock Purdy,84056-85607,QB,Brock,Brock Purdy,Purdy,0.646666686,3,6000,MIA@SF,SF,MIA,4,,,,,,QB,
2995250016,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63336,84056-86055,84056-90933,84056-103564,84056-29253,84056-85701,84056-41872,84056-54140,84056-12534,,84056-7844:Chad Henne,84056-7844,QB,Chad,Chad Henne,Henne,-0.150000006,2,6000,KC@CIN,KC,CIN,4,,,,,,QB,
2995250025,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-53331,84056-54140,84056-73273,84056-56250,84056-89981,84056-90573,84056-86244,84056-41305,84056-12538,,84056-69302:Feleipe Franks,84056-69302,QB,Feleipe,Feleipe Franks,Franks,0,1,6000,PIT@ATL,ATL,PIT,1,,,,,,QB,
2995250035,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63336,84056-54140,84056-54608,84056-22103,84056-53681,84056-89981,84056-57299,84056-40442,84056-12534,,84056-73398:Chris Oladokun,84056-73398,QB,Chris,Chris Oladokun,Oladokun,,,6000,KC@CIN,KC,CIN,4,,,,,,QB,
2995250042,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-54140,84056-80001,84056-40647,84056-45439,84056-72846,84056-80353,84056-34331,84056-12548,,84056-69333:Jacob Eason,84056-69333,QB,Jacob,Jacob Eason,Eason,1.360000014,1,6000,MIA@SF,SF,MIA,4,,,,,,QB,
2995250049,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-55552,84056-92575,84056-41305,84056-53681,84056-85798,84056-86244,84056-103342,84056-12548,,84056-87787:J.K. Dobbins,84056-87787,RB,J.K.,J.K. Dobbins,Dobbins,7.800000191,4,6000,DEN@BAL,BAL,DEN,1,IR,Knee,,,,RB/FLEX,
2995250055,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63336,84056-55552,84056-89956,84056-40647,84056-83083,84056-85701,84056-71706,84056-40442,84056-12538,,84056-85741:Clyde Edwards-Helaire,84056-85741,RB,Clyde,Clyde Edwards-Helaire,Edwards-Helaire,8.980000305,10,6000,KC@CIN,KC,CIN,4,IR,Ankle,,,,RB/FLEX,
2995250062,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-39280,84056-86055,84056-55987,84056-64496,84056-85671,84056-88297,84056-41305,84056-12548,,84056-8023:Josh Johnson,84056-8023,QB,Josh,Josh Johnson,Johnson,12.07999992,4,6000,DEN@BAL,DEN,BAL,1,,,,,,QB,
2995250075,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-80001,84056-92575,84056-41305,84056-66008,84056-72846,84056-88297,84056-40647,84056-12548,,84056-38767:Chris Streveler,84056-38767,QB,Chris,Chris Streveler,Streveler,1.019999981,2,6000,NYJ@MIN,NYJ,MIN,1,,,,,,QB,
2995250083,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63519,84056-103252,84056-54140,84056-56250,84056-86997,84056-90573,84056-86244,84056-41305,84056-12547,,84056-38837:Danny Etling,84056-38837,QB,Danny,Danny Etling,Etling,,,6000,GB@CHI,GB,CHI,1,,,,,,QB,
2995250093,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-89951,84056-54140,84056-90575,84056-63819,84056-86997,84056-90573,84056-41872,84056-40442,84056-12548,,84056-69597:Anthony Brown,84056-69597,QB,Anthony,Anthony Brown,Brown,,,6000,DEN@BAL,BAL,DEN,1,,,,,,QB,
2995250101,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-39280,84056-63050,84056-85671,84056-90576,84056-91426,84056-64031,84056-30733,84056-12548,,84056-112745:Drake London,84056-112745,WR,Drake,Drake London,London,7.358333588,12,5900,PIT@ATL,ATL,PIT,1,,,,,,WR/FLEX,
2995250105,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-89230,84056-89956,84056-40669,84056-52917,84056-85671,84056-33076,84056-58041,84056-12548,,84056-86244:Pat Freiermuth,84056-86244,TE,Pat,Pat Freiermuth,Freiermuth,8.159999847,10,5900,PIT@ATL,PIT,ATL,1,,,,,,TE/FLEX,
2995250108,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-39280,84056-92575,84056-45889,84056-90576,84056-93055,84056-57299,84056-103252,84056-12532,,84056-90428:Tyler Allgeier,84056-90428,RB,Tyler,Tyler Allgeier,Allgeier,7.354545593,11,5900,PIT@ATL,ATL,PIT,1,,,,,,RB/FLEX,
2995250116,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63336,84056-40442,84056-55050,84056-41305,84056-53681,84056-56809,84056-80353,84056-40669,84056-12537,,84056-25267:Mack Hollins,84056-25267,WR,Mack,Mack Hollins,Hollins,8.296363831,11,5900,LAC@LV,LV,LAC,4,,,,,,WR/FLEX,
2995250124,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-40442,84056-65724,84056-45439,84056-85671,84056-89981,84056-57299,84056-40647,84056-12534,,84056-64581:Van Jefferson,84056-64581,WR,Van,Van Jefferson,Jefferson,6.550000191,4,5900,SEA@LAR,LAR,SEA,4,,,,,,WR/FLEX,
2995250130,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-90572,84056-103252,84056-55050,84056-53681,84056-56250,84056-60858,84056-88297,84056-110246,84056-12548,,84056-55335:David Njoku,84056-55335,TE,David,David Njoku,Njoku,8.477778117,9,5800,CLE@HOU,CLE,HOU,1,NA,Knee,,,,TE/FLEX,
2995250135,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-40442,84056-90933,84056-55987,84056-66008,84056-72846,84056-39793,84056-39280,84056-12548,,84056-69777:Darnell Mooney,84056-69777,WR,Darnell,Darnell Mooney,Mooney,7.409090909,11,5800,GB@CHI,CHI,GB,1,IR,Ankle,,,,WR/FLEX,
2995250141,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-22038,84056-34331,84056-39280,84056-41305,84056-85671,84056-85798,84056-57299,84056-110246,84056-12548,,84056-61593:Jauan Jennings,84056-61593,WR,Jauan,Jauan Jennings,Jennings,4.490000153,10,5800,MIA@SF,SF,MIA,4,,,,,,WR/FLEX,
2995250149,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-39280,84056-40442,84056-45889,84056-66008,84056-90561,84056-57299,84056-41305,84056-12538,,84056-45229:Kareem Hunt,84056-45229,RB,Kareem,Kareem Hunt,Hunt,7.918181679,11,5800,CLE@HOU,CLE,HOU,1,,,,,,RB/FLEX,
2995250152,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-54879,84056-104433,84056-39280,84056-103564,84056-31001,84056-45889,84056-57299,84056-103252,84056-12532,,84056-103252:Zonovan Knight,84056-103252,RB,Zonovan,Zonovan Knight,Knight,11.80000019,1,5800,NYJ@MIN,NYJ,MIN,1,,,,,,RB/FLEX,
2995250158,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-80001,84056-91598,84056-33047,84056-45889,84056-56809,84056-86244,84056-55050,84056-12534,,84056-91419:Nico Collins,84056-91419,WR,Nico,Nico Collins,Collins,7.511110942,9,5800,CLE@HOU,HOU,CLE,1,,,,,,WR/FLEX,
2995250167,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-89951,84056-45631,84056-73273,84056-41305,84056-86997,84056-90576,84056-80353,84056-103342,84056-12536,,84056-40647:Marquez Valdes-Scantling,84056-40647,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,6.609090632,11,5800,KC@CIN,KC,CIN,4,,,,,,WR/FLEX,
2995250173,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-53331,84056-52451,84056-55050,84056-40647,84056-53681,84056-56250,84056-40126,84056-31001,84056-12532,,84056-30989:Kenyan Drake,84056-30989,RB,Kenyan,Kenyan Drake,Drake,8.211111281,9,5700,DEN@BAL,BAL,DEN,1,,,,,,RB/FLEX,
2995250180,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-21948,84056-64401,84056-71845,84056-45889,84056-56250,84056-85671,84056-88297,84056-30989,84056-12528,,84056-88575:Elijah Moore,84056-88575,WR,Elijah,Elijah Moore,Moore,5.449999809,8,5700,NYJ@MIN,NYJ,MIN,1,,,,,,WR/FLEX,
2995250185,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-21948,84056-40442,84056-72731,84056-41305,84056-45889,84056-90576,84056-40126,84056-103564,84056-12528,,84056-38264:Demarcus Robinson,84056-38264,WR,Demarcus,Demarcus Robinson,Robinson,4.870000076,10,5700,DEN@BAL,BAL,DEN,1,,,,,,WR/FLEX,
2995250193,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-21948,84056-80001,84056-86055,84056-31001,84056-56250,84056-90576,84056-88297,84056-73273,84056-12555,,84056-63050:Ty Johnson,84056-63050,RB,Ty,Ty Johnson,Johnson,2.412499905,8,5700,NYJ@MIN,NYJ,MIN,1,,,,,,RB/FLEX,
2995250199,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-21948,84056-40442,84056-52451,84056-56250,84056-60858,84056-72846,84056-88297,84056-29253,84056-12525,,84056-86229:Jahan Dotson,84056-86229,WR,Jahan,Jahan Dotson,Dotson,7.17142868,7,5600,WAS@NYG,WAS,NYG,1,,,,,,WR/FLEX,
2995250208,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-55050,84056-80001,84056-114180,84056-45889,84056-61593,84056-80353,84056-34331,84056-12528,,84056-53498:Richie James Jr.,84056-53498,WR,Richie,Richie James Jr.,James Jr.,4.859999847,10,5600,WAS@NYG,NYG,WAS,1,,,,,,WR/FLEX,
2995250215,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-54140,84056-86055,84056-22103,84056-64496,84056-85701,84056-33076,84056-27229,84056-12537,,84056-43433:Boston Scott,84056-43433,RB,Boston,Boston Scott,Scott,2.099999958,9,5600,TEN@PHI,PHI,TEN,1,,,,,,RB/FLEX,
2995250223,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-54879,84056-40442,84056-86055,84056-31001,84056-85671,84056-85798,84056-41872,84056-103564,84056-12548,,84056-29685:Robert Woods,84056-29685,WR,Robert,Robert Woods,Woods,5.00909077,11,5600,TEN@PHI,TEN,PHI,1,,,,,,WR/FLEX,
2995250238,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-54879,84056-55050,84056-73273,84056-40647,84056-53681,84056-91419,84056-41872,84056-31001,84056-12534,,84056-22103:Marvin Jones Jr.,84056-22103,WR,Marvin,Marvin Jones Jr.,Jones Jr.,6.430000305,10,5600,JAC@DET,JAC,DET,1,,,,,,WR/FLEX,
2995250246,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-89951,84056-40442,84056-54140,84056-60858,84056-72846,84056-90576,84056-71705,84056-56250,84056-12537,,84056-73687:Quez Watkins,84056-73687,WR,Quez,Quez Watkins,Watkins,4.554545316,11,5600,TEN@PHI,PHI,TEN,1,,,,,,WR/FLEX,
2995250251,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-52451,84056-89956,84056-55987,84056-85701,84056-91419,84056-57299,84056-104433,84056-12527,,84056-86080:Kyle Pitts,84056-86080,TE,Kyle,Kyle Pitts,Pitts,6.159999847,10,5500,PIT@ATL,ATL,PIT,1,IR,Knee - mcl,,,,TE/FLEX,
2995250271,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-39280,84056-52808,84056-72846,84056-73111,84056-90576,84056-41872,84056-45889,84056-12538,,84056-94370:Romeo Doubs,84056-94370,WR,Romeo,Romeo Doubs,Doubs,7.111111111,9,5500,GB@CHI,GB,CHI,1,NA,Ankle,,,,WR/FLEX,
2995250278,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-89951,84056-54140,84056-90575,84056-14257,84056-60858,84056-86997,84056-86244,84056-40442,84056-12548,,84056-45439:Corey Davis,84056-45439,WR,Corey,Corey Davis,Davis,7.25,8,5500,NYJ@MIN,NYJ,MIN,1,,,,,,WR/FLEX,
2995250286,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-89951,84056-54140,84056-86055,84056-40669,84056-86997,84056-87418,84056-41872,84056-103342,84056-12555,,84056-70157:Darrell Henderson Jr.,84056-70157,RB,Darrell,Darrell Henderson Jr.,Henderson Jr.,6.5,10,5500,JAC@DET,JAC,DET,1,NA,Illness,,,,RB/FLEX,
2995250308,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-103252,84056-80001,84056-45889,84056-55987,84056-56250,84056-86244,84056-41305,84056-12538,,84056-64496:Olamide Zaccheaus,84056-64496,WR,Olamide,Olamide Zaccheaus,Zaccheaus,6.016666412,12,5500,PIT@ATL,ATL,PIT,1,,,,,,WR/FLEX,
2995250314,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-54140,84056-70383,84056-40669,84056-55987,84056-89981,84056-91931,84056-103342,84056-12534,,84056-60712:Foster Moreau,84056-60712,TE,Foster,Foster Moreau,Moreau,6.324999809,8,5500,LAC@LV,LV,LAC,4,,,,,,TE/FLEX,
2995250323,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-53562,84056-90933,84056-110259,84056-40669,84056-55987,84056-71705,84056-40442,84056-12548,,84056-71032:Devin Duvernay,84056-71032,WR,Devin,Devin Duvernay,Duvernay,7.854545593,11,5500,DEN@BAL,BAL,DEN,1,,,,,,WR/FLEX,
2995250331,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-55050,84056-80001,84056-33047,84056-45889,84056-55987,84056-56265,84056-41872,84056-12527,,84056-73111:Chase Claypool,84056-73111,WR,Chase,Chase Claypool,Claypool,6.236666361,12,5500,GB@CHI,CHI,GB,1,,,,,,WR/FLEX,
2995250346,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-91591,84056-40442,84056-58041,84056-41305,84056-85701,84056-90573,84056-91047,84056-103342,84056-12537,,84056-71352:Mecole Hardman,84056-71352,WR,Mecole,Mecole Hardman,Hardman,10.16250038,8,5500,KC@CIN,KC,CIN,4,IR,Abdomen,,,,WR/FLEX,
2995250352,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-52808,84056-54140,84056-53681,84056-85701,84056-90576,84056-69451,84056-40647,84056-12548,,84056-53097:Josh Reynolds,84056-53097,WR,Josh,Josh Reynolds,Reynolds,8.67142868,7,5500,JAC@DET,DET,JAC,1,,,,,,WR/FLEX,
2995250358,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-30733,84056-34331,84056-29253,84056-56250,84056-85671,84056-86244,84056-103564,84056-12533,,84056-104433:Kyren Williams,84056-104433,RB,Kyren,Kyren Williams,Williams,5.933333079,3,5500,SEA@LAR,LAR,SEA,4,,,,,,RB/FLEX,
2995250367,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-54140,84056-65724,84056-55987,84056-85701,84056-90576,84056-80353,84056-30989,84056-12538,,84056-28827:Dare Ogunbowale,84056-28827,RB,Dare,Dare Ogunbowale,Ogunbowale,4.1,5,5400,CLE@HOU,HOU,CLE,1,,,,,,RB/FLEX,
2995250370,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-73273,84056-80001,84056-40669,84056-55987,84056-91419,84056-71706,84056-45229,84056-12534,,84056-63855:K.J. Osborn,84056-63855,WR,K.J.,K.J. Osborn,Osborn,4.645454407,11,5400,NYJ@MIN,MIN,NYJ,1,,,,,,WR/FLEX,
2995250375,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-80001,84056-93107,84056-110246,84056-29253,84056-85671,84056-57299,84056-104433,84056-12528,,84056-70422:Kalif Raymond,84056-70422,WR,Kalif,Kalif Raymond,Raymond,4.818181818,11,5400,JAC@DET,DET,JAC,1,,,,,,WR/FLEX,
2995250380,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-39280,84056-55050,84056-40669,84056-55987,84056-64841,84056-39793,84056-34331,84056-12537,,84056-86875:Jordan Mason,84056-86875,RB,Jordan,Jordan Mason,Mason,1.533333302,3,5400,MIA@SF,SF,MIA,4,,,,,,RB/FLEX,
2995250383,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-54879,84056-55050,84056-86055,84056-40669,84056-60858,84056-73048,84056-70601,84056-103564,84056-12555,,84056-64389:Nick Westbrook-Ikhine,84056-64389,WR,Nick,Nick Westbrook-Ikhine,Westbrook-Ikhine,6.14444436,9,5400,TEN@PHI,TEN,PHI,1,,,,,,WR/FLEX,
2995250388,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63115,84056-39280,84056-55050,84056-56698,84056-60858,84056-71032,84056-57299,84056-45889,84056-12528,,84056-61042:Kendall Hinton,84056-61042,WR,Kendall,Kendall Hinton,Hinton,4.5625,8,5400,DEN@BAL,DEN,BAL,1,,,,,,WR/FLEX,
2995250397,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-45859,84056-103342,84056-80001,84056-45889,84056-86997,84056-88575,84056-88297,84056-57299,84056-12528,,84056-14257:Randall Cobb,84056-14257,WR,Randall,Randall Cobb,Cobb,6.737500191,8,5400,GB@CHI,GB,CHI,1,,,,,,WR/FLEX,
2995250401,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-54140,84056-91598,84056-40669,84056-55987,84056-89981,84056-71705,84056-45229,84056-12555,,84056-57299:Gerald Everett,84056-57299,TE,Gerald,Gerald Everett,Everett,7.119999695,10,5400,LAC@LV,LAC,LV,4,,,,,,TE/FLEX,
2995250407,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-103252,84056-54140,84056-85671,84056-90573,84056-90576,84056-80353,84056-25267,84056-12532,,84056-79979:Jamal Agnew,84056-79979,WR,Jamal,Jamal Agnew,Agnew,4.477777693,9,5300,JAC@DET,JAC,DET,1,,,,,,WR/FLEX,
2995250416,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63519,84056-55050,84056-90933,84056-45889,84056-60858,84056-63819,84056-57299,84056-40442,84056-12534,,84056-64031:Hayden Hurst,84056-64031,TE,Hayden,Hayden Hurst,Hurst,6.709091187,11,5300,KC@CIN,CIN,KC,4,,,,,,TE/FLEX,
2995250420,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-52451,84056-80001,84056-110246,84056-85671,84056-90576,84056-71705,84056-104433,84056-12552,,84056-47870:Tyler Higbee,84056-47870,TE,Tyler,Tyler Higbee,Higbee,6.7,10,5300,SEA@LAR,LAR,SEA,4,,,,,,TE/FLEX,
2995250425,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-90575,84056-90933,84056-40647,84056-64496,84056-85701,84056-71705,84056-39280,84056-12532,,84056-112062:Skyy Moore,84056-112062,WR,Skyy,Skyy Moore,Moore,2.090909091,11,5300,KC@CIN,KC,CIN,4,,,,,,WR/FLEX,
2995250431,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-53331,84056-103252,84056-39280,84056-56250,84056-85671,84056-89981,84056-57299,84056-40647,84056-12539,,84056-32243:Marquise Goodwin,84056-32243,WR,Marquise,Marquise Goodwin,Goodwin,6.837500095,8,5300,SEA@LAR,SEA,LAR,4,,,,,,WR/FLEX,
2995250445,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-26483,84056-54140,84056-92575,84056-41305,84056-73048,84056-87418,84056-86244,84056-103564,84056-12545,,84056-60930:Myles Gaskin,84056-60930,RB,Myles,Myles Gaskin,Gaskin,3.700000048,2,5300,MIA@SF,MIA,SF,4,Q,Shoulder,,,,RB/FLEX,
2995250457,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-80001,84056-89230,84056-38264,84056-45889,84056-85798,84056-86244,84056-30733,84056-12545,,84056-52917:DJ Chark Jr.,84056-52917,WR,DJ,DJ Chark Jr.,Chark Jr.,5.579999924,5,5300,JAC@DET,DET,JAC,1,,,,,,WR/FLEX,
2995250464,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-6894,84056-104433,84056-92575,84056-53681,84056-56250,84056-86997,84056-80353,84056-103342,84056-12548,,84056-33047:Chris Moore,84056-33047,WR,Chris,Chris Moore,Moore,5.699999915,9,5200,CLE@HOU,HOU,CLE,1,,,,,,WR/FLEX,
2995250473,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-91591,84056-40442,84056-91598,84056-56250,84056-60858,84056-85671,84056-91047,84056-41305,84056-12528,,84056-27229:Ameer Abdullah,84056-27229,RB,Ameer,Ameer Abdullah,Abdullah,2.809090874,11,5200,LAC@LV,LV,LAC,4,,,,,,RB/FLEX,
2995250531,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-40442,84056-54608,84056-52917,84056-6739,84056-85671,84056-33076,84056-103342,84056-12537,,84056-92976:Tutu Atwell,84056-92976,WR,Tutu,Tutu Atwell,Atwell,3.799999873,6,5200,SEA@LAR,LAR,SEA,4,,,,,,WR/FLEX,
2995250540,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63336,84056-45631,84056-55050,84056-40647,84056-40669,84056-55987,84056-91047,84056-40442,84056-12540,,84056-93055:Isaiah Hodgins,84056-93055,WR,Isaiah,Isaiah Hodgins,Hodgins,4.550000191,4,5200,WAS@NYG,NYG,WAS,1,,,,,,WR/FLEX,
2995250549,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63336,84056-54140,84056-63050,84056-40669,84056-45889,84056-90573,84056-41872,84056-40442,84056-12534,,84056-62994:Steven Sims Jr.,84056-62994,WR,Steven,Steven Sims Jr.,Sims Jr.,1.050000032,6,5200,PIT@ATL,PIT,ATL,1,,,,,,WR/FLEX,
2995250556,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-80001,84056-89956,84056-41305,84056-83083,84056-85671,84056-41872,84056-104433,84056-12538,,84056-91931:Greg Dulcich,84056-91931,TE,Greg,Greg Dulcich,Dulcich,6.483333588,6,5200,DEN@BAL,DEN,BAL,1,,,,,,TE/FLEX,
2995250567,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-26483,84056-39280,84056-73273,84056-27050,84056-40647,84056-45889,84056-57299,84056-104433,84056-12525,,84056-71705:Noah Fant,84056-71705,TE,Noah,Noah Fant,Fant,5.136363636,11,5100,SEA@LAR,SEA,LAR,4,,,,,,TE/FLEX,
2995250576,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-55050,84056-55552,84056-45889,84056-56250,84056-60858,84056-57299,84056-110246,84056-12527,,84056-53390:Zach Pascal,84056-53390,WR,Zach,Zach Pascal,Pascal,2.974999905,8,5100,TEN@PHI,PHI,TEN,1,,,,,,WR/FLEX,
2995250583,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-45859,84056-39280,84056-73273,84056-169776,84056-45889,84056-86997,84056-71705,84056-104433,84056-12528,,84056-62055:Ray-Ray McCloud III,84056-62055,WR,Ray-Ray,Ray-Ray McCloud III,McCloud III,2.627272693,11,5100,MIA@SF,SF,MIA,4,,,,,,WR/FLEX,
2995250588,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-54604,84056-54140,84056-73273,84056-53681,84056-62994,84056-90573,84056-39793,84056-45439,84056-12545,,84056-70383:Darrynton Evans,84056-70383,RB,Darrynton,Darrynton Evans,Evans,7.199999809,1,5100,GB@CHI,CHI,GB,1,,,,,,RB/FLEX,
2995250591,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-38435,84056-40442,84056-80001,84056-41305,84056-60858,84056-86997,84056-57299,84056-30989,84056-12538,,84056-56059:Trent Sherfield,84056-56059,WR,Trent,Trent Sherfield,Sherfield,4.181818182,11,5100,MIA@SF,MIA,SF,4,,,,,,WR/FLEX,
2995250597,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-30733,84056-54140,84056-60858,84056-86997,84056-90573,84056-86244,84056-55987,84056-12537,,84056-71105:Ben Skowronek,84056-71105,WR,Ben,Ben Skowronek,Skowronek,4.327272589,11,5100,SEA@LAR,LAR,SEA,4,,,,,,WR/FLEX,
2995250601,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-52808,84056-54608,84056-53681,84056-86997,84056-89981,84056-86244,84056-39280,84056-12548,,84056-55165:Justin Jackson,84056-55165,RB,Justin,Justin Jackson,Jackson,2.933333291,9,5100,JAC@DET,DET,JAC,1,,,,,,RB/FLEX,
2995250605,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-53562,84056-86055,84056-64496,84056-85671,84056-89981,84056-80353,84056-110246,84056-12537,,84056-88109:Gary Brightwell,84056-88109,RB,Gary,Gary Brightwell,Brightwell,1.533333355,9,5000,WAS@NYG,NYG,WAS,1,,,,,,RB/FLEX,
2995250610,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-54604,84056-55552,84056-90933,84056-41305,84056-53681,84056-85798,84056-86244,84056-45631,84056-12555,,84056-24641:Sammy Watkins,84056-24641,WR,Sammy,Sammy Watkins,Watkins,3.871428626,7,5000,GB@CHI,GB,CHI,1,,,,,,WR/FLEX,
