entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,,
2999414629,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-63589,84373-38791,84373-52442,84373-63043,84373-69956,84373-73048,84373-71706,84373-40647,84373-12547,,84373-63078:Ke'Shawn Vaughn,84373-63078,RB,Ke'Shawn,Ke'Shawn Vaughn,Vaughn,1.233333349,3,5700,TB@SF,TB,SF,4,,,,,,RB/FLEX
2999414632,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-71444,84373-91598,84373-25079,84373-40647,84373-90576,84373-88297,84373-54140,84373-12529,,84373-52917:DJ Chark Jr.,84373-52917,WR,DJ,DJ Chark Jr.,Chark Jr.,6.700000127,6,5700,MIN@DET,DET,MIN,1,,,,,,WR/FLEX
2999414634,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-71845,84373-86055,84373-39716,84373-66008,84373-86631,84373-64585,84373-64401,84373-12531,,84373-55335:David Njoku,84373-55335,TE,David,David Njoku,Njoku,8.477778117,9,5600,CLE@CIN,CLE,CIN,1,,,,,,TE/FLEX
2999414635,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-45631,84373-52442,84373-39716,84373-86997,84373-91426,84373-40126,84373-32384,84373-12547,,84373-30989:Kenyan Drake,84373-30989,RB,Kenyan,Kenyan Drake,Drake,7.95,10,5600,BAL@PIT,BAL,PIT,1,,,,,,RB/FLEX
2999414637,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-57439,84373-39280,84373-86875,84373-25079,84373-40669,84373-61042,84373-33076,84373-22103,84373-12555,,84373-71032:Devin Duvernay,84373-71032,WR,Devin,Devin Duvernay,Duvernay,7.808333079,12,5600,BAL@PIT,BAL,PIT,1,,,,,,WR/FLEX
2999414639,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-52442,84373-63759,84373-86631,84373-91426,84373-94534,84373-71705,84373-45439,84373-12547,,84373-53639:Isaiah McKenzie,84373-53639,WR,Isaiah,Isaiah McKenzie,McKenzie,7.963636225,11,5600,NYJ@BUF,BUF,NYJ,1,,,,,,WR/FLEX
2999414641,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-26483,84373-38791,84373-52442,84373-86631,84373-91426,84373-94534,84373-71705,84373-63819,84373-12547,,84373-72776:Alexander Mattison,84373-72776,RB,Alexander,Alexander Mattison,Mattison,4.64166673,12,5500,MIN@DET,MIN,DET,1,,,,,,RB/FLEX
2999414642,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-92020,84373-39280,84373-45631,84373-45439,84373-63043,84373-85671,84373-86244,84373-71706,84373-12531,,84373-61593:Jauan Jennings,84373-61593,WR,Jauan,Jauan Jennings,Jennings,4.481818112,11,5500,TB@SF,SF,TB,4,,,,,,WR/FLEX
2999414643,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-53562,84373-63759,84373-89981,84373-91426,84373-94534,84373-86244,84373-110246,84373-12532,,84373-73121:Tony Jones Jr.,84373-73121,RB,Tony,Tony Jones Jr.,Jones Jr.,3.599999905,2,5500,CAR@SEA,SEA,CAR,4,,,,,,RB/FLEX
2999414644,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-63519,84373-39280,84373-40167,84373-85798,84373-90576,84373-91426,84373-90307,84373-72846,84373-12526,,84373-87467:Chuba Hubbard,84373-87467,RB,Chuba,Chuba Hubbard,Hubbard,3.077777863,9,5500,CAR@SEA,CAR,SEA,4,,,,,,RB/FLEX
2999414645,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-53562,84373-55830,84373-103564,84373-45439,84373-94534,84373-71706,84373-34331,84373-12534,,84373-85672:Terrace Marshall Jr.,84373-85672,WR,Terrace,Terrace Marshall Jr.,Marshall Jr.,5.974999905,8,5500,CAR@SEA,CAR,SEA,4,,,,,,WR/FLEX
2999414647,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-55050,84373-86055,84373-45439,84373-85701,84373-90576,84373-64585,84373-52922,84373-12532,,84373-71352:Mecole Hardman,84373-71352,WR,Mecole,Mecole Hardman,Hardman,10.16250038,8,5500,KC@DEN,KC,DEN,4,IR,Abdomen,,,,WR/FLEX
2999414648,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22015,84373-54140,84373-86055,84373-55987,84373-90561,84373-94534,84373-33076,84373-45631,84373-12551,,84373-53097:Josh Reynolds,84373-53097,WR,Josh,Josh Reynolds,Reynolds,8.012499809,8,5500,MIN@DET,DET,MIN,1,,,,,,WR/FLEX
2999414649,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-53562,84373-72776,84373-66008,84373-86997,84373-94534,84373-71706,84373-52917,84373-12547,,84373-93055:Isaiah Hodgins,84373-93055,WR,Isaiah,Isaiah Hodgins,Hodgins,6.220000076,5,5500,PHI@NYG,NYG,PHI,1,,,,,,WR/FLEX
2999414652,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-26483,84373-54140,84373-55830,84373-52917,84373-72846,84373-86631,84373-56708,84373-29685,84373-12547,,84373-64389:Nick Westbrook-Ikhine,84373-64389,WR,Nick,Nick Westbrook-Ikhine,Westbrook-Ikhine,5.620000076,10,5500,JAC@TEN,TEN,JAC,1,,,,,,WR/FLEX
2999414654,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-90575,84373-91598,84373-114180,84373-72846,84373-93055,84373-86244,84373-33076,84373-12526,,84373-130288:James Robinson,84373-130288,RB,James,James Robinson,Robinson,7.554545316,11,5400,NYJ@BUF,NYJ,BUF,1,,,,,,RB/FLEX
2999414655,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-6498,84373-39280,84373-40167,84373-32384,84373-56018,84373-85798,84373-86244,84373-34331,84373-12545,,84373-53498:Richie James Jr.,84373-53498,WR,Richie,Richie James Jr.,James Jr.,4.736363498,11,5400,PHI@NYG,NYG,PHI,1,,,,,,WR/FLEX
2999414656,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-103252,84373-64401,84373-56018,84373-86631,84373-90576,84373-64585,84373-25813,84373-12536,,84373-54608:Jerick McKinnon,84373-54608,RB,Jerick,Jerick McKinnon,McKinnon,5.849999746,12,5400,KC@DEN,KC,DEN,4,,,,,,RB/FLEX
2999414657,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-70051,84373-112057,84373-39280,84373-22103,84373-27050,84373-85701,84373-86244,84373-52436,84373-12536,,84373-88575:Elijah Moore,84373-88575,WR,Elijah,Elijah Moore,Moore,5.14444436,9,5400,NYJ@BUF,NYJ,BUF,1,,,,,,WR/FLEX
2999414658,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-39280,84373-89956,84373-69956,84373-90576,84373-94534,84373-86244,84373-71706,84373-12529,,84373-22103:Marvin Jones Jr.,84373-22103,WR,Marvin,Marvin Jones Jr.,Jones Jr.,6.045454545,11,5400,JAC@TEN,JAC,TEN,1,,,,,,WR/FLEX
2999414659,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-55050,84373-63759,84373-45439,84373-63819,84373-86997,84373-64585,84373-40669,84373-12547,,84373-91931:Greg Dulcich,84373-91931,TE,Greg,Greg Dulcich,Dulcich,7.200000218,7,5400,KC@DEN,DEN,KC,4,,,,,,TE/FLEX
2999414660,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-26483,84373-54140,84373-91626,84373-73048,84373-89981,84373-91426,84373-88297,84373-63043,84373-12547,,84373-14190:Julio Jones,84373-14190,WR,Julio,Julio Jones,Jones,6.899999891,7,5400,TB@SF,TB,SF,4,,,,,,WR/FLEX
2999414662,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-39280,84373-55050,84373-53097,84373-63043,84373-69956,84373-71706,84373-41305,84373-12547,,84373-73687:Quez Watkins,84373-73687,WR,Quez,Quez Watkins,Watkins,4.691666603,12,5400,PHI@NYG,PHI,NYG,1,,,,,,WR/FLEX
2999414663,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-86055,84373-92575,84373-63819,84373-72846,84373-94534,84373-91101,84373-54140,84373-12529,,84373-33047:Chris Moore,84373-33047,WR,Chris,Chris Moore,Moore,5.740000153,10,5300,HOU@DAL,HOU,DAL,1,,,,,,WR/FLEX
2999414664,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-63519,84373-71845,84373-86055,84373-85671,84373-90576,84373-91426,84373-90307,84373-39280,84373-12529,,84373-63855:K.J. Osborn,84373-63855,WR,K.J.,K.J. Osborn,Osborn,4.48333327,12,5300,MIN@DET,MIN,DET,1,,,,,,WR/FLEX
2999414666,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-38435,84373-86055,84373-89956,84373-25813,84373-69956,84373-86997,84373-71706,84373-39280,84373-12547,,84373-52916:Russell Gage,84373-52916,WR,Russell,Russell Gage,Gage,5.650000095,8,5300,TB@SF,TB,SF,4,,,,,,WR/FLEX
2999414667,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-89628,84373-39280,84373-63759,84373-31001,84373-85798,84373-91426,84373-57338,84373-25079,84373-12547,,84373-58041:Mike Boone,84373-58041,RB,Mike,Mike Boone,Boone,2.91428566,7,5300,KC@DEN,DEN,KC,4,,,,,,RB/FLEX
2999414668,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-34331,84373-91598,84373-85701,84373-89981,84373-94534,84373-86244,84373-31001,84373-12553,,84373-90912:Kenneth Gainwell,84373-90912,RB,Kenneth,Kenneth Gainwell,Gainwell,4.85833327,12,5300,PHI@NYG,PHI,NYG,1,,,,,,RB/FLEX
2999414669,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-64401,84373-86055,84373-45439,84373-63855,84373-86631,84373-64585,84373-52442,84373-12547,,84373-71705:Noah Fant,84373-71705,TE,Noah,Noah Fant,Fant,5.724999746,12,5200,CAR@SEA,SEA,CAR,4,,,,,,TE/FLEX
2999414670,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-103252,84373-39280,84373-55987,84373-85701,84373-94534,84373-71706,84373-60451,84373-12556,,84373-65724:JaMycal Hasty,84373-65724,RB,JaMycal,JaMycal Hasty,Hasty,4.333333333,9,5200,JAC@TEN,JAC,TEN,1,,,,,,RB/FLEX
2999414671,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-57439,84373-34331,84373-91598,84373-55987,84373-85671,84373-91426,84373-71706,84373-53097,84373-12547,,84373-12530:Dallas Cowboys,84373-12530,D,Dallas,Dallas Cowboys,Cowboys,11.41666667,12,5200,HOU@DAL,DAL,HOU,1,,,,,,DEF
2999414672,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-39280,84373-89956,84373-61593,84373-85701,84373-91426,84373-86244,84373-40669,84373-12536,,84373-32243:Marquise Goodwin,84373-32243,WR,Marquise,Marquise Goodwin,Goodwin,6.322222392,9,5200,CAR@SEA,SEA,CAR,4,,,,,,WR/FLEX
2999414674,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-54140,84373-91598,84373-25079,84373-52917,84373-53390,84373-86244,84373-71706,84373-12551,,84373-63050:Ty Johnson,84373-63050,RB,Ty,Ty Johnson,Johnson,2.933333291,9,5200,NYJ@BUF,NYJ,BUF,1,,,,,,RB/FLEX
2999414676,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-26483,84373-38791,84373-39280,84373-33047,84373-63043,84373-73048,84373-71706,84373-60451,84373-12547,,84373-70422:Kalif Raymond,84373-70422,WR,Kalif,Kalif Raymond,Raymond,4.549999873,12,5200,MIN@DET,DET,MIN,1,Q,Illness,,,,WR/FLEX
2999414677,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-92020,84373-40167,84373-54140,84373-63043,84373-89981,84373-90576,84373-86244,84373-40647,84373-12530,,84373-87859:Laviska Shenault Jr.,84373-87859,WR,Laviska,Laviska Shenault Jr.,Shenault Jr.,5.275000095,8,5200,CAR@SEA,CAR,SEA,4,,,,,,WR/FLEX
2999414679,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22015,84373-64401,84373-92575,84373-89981,84373-90576,84373-91426,84373-91931,84373-110246,84373-12530,,84373-86875:Jordan Mason,84373-86875,RB,Jordan,Jordan Mason,Mason,2.424999952,4,5200,TB@SF,SF,TB,4,,,,,,RB/FLEX
2999414680,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-54140,84373-71845,84373-73048,84373-91426,84373-94534,84373-60451,84373-41305,84373-12555,,84373-79979:Jamal Agnew,84373-79979,WR,Jamal,Jamal Agnew,Agnew,4.259999847,10,5100,JAC@TEN,JAC,TEN,1,,,,,,WR/FLEX
2999414682,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-63336,84373-38791,84373-52808,84373-31001,84373-85701,84373-91426,84373-88297,84373-33076,84373-12547,,84373-70889:Benny Snell Jr.,84373-70889,RB,Benny,Benny Snell Jr.,Snell Jr.,4.324999809,4,5100,BAL@PIT,PIT,BAL,1,,,,,,RB/FLEX
2999414684,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-91598,84373-91626,84373-45439,84373-61042,84373-85671,84373-71706,84373-31001,84373-12530,,84373-43433:Boston Scott,84373-43433,RB,Boston,Boston Scott,Scott,2.15,10,5100,PHI@NYG,PHI,NYG,1,,,,,,RB/FLEX
2999414685,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-39280,84373-45631,84373-53498,84373-72846,84373-83083,84373-71706,84373-34331,84373-12551,,84373-112062:Skyy Moore,84373-112062,WR,Skyy,Skyy Moore,Moore,2.01666673,12,5100,KC@DEN,KC,DEN,4,,,,,,WR/FLEX
2999414687,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-57439,84373-34331,84373-52442,84373-111631,84373-114180,84373-85671,84373-86244,84373-33076,84373-12547,,84373-62994:Steven Sims Jr.,84373-62994,WR,Steven,Steven Sims Jr.,Sims Jr.,1.171428544,7,5100,BAL@PIT,PIT,BAL,1,,,,,,WR/FLEX
2999414689,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-34331,84373-55050,84373-52917,84373-73048,84373-90576,84373-55042,84373-39716,84373-12529,,84373-64031:Hayden Hurst,84373-64031,TE,Hayden,Hayden Hurst,Hurst,6.333333333,12,5100,CLE@CIN,CIN,CLE,1,O,Calf,,,,TE/FLEX
2999414691,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-21948,84373-55050,84373-89956,84373-86997,84373-89981,84373-94534,84373-40126,84373-39716,84373-12543,,84373-61042:Kendall Hinton,84373-61042,WR,Kendall,Kendall Hinton,Hinton,4.233333164,9,5100,KC@DEN,DEN,KC,4,,,,,,WR/FLEX
2999414693,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-86055,84373-91598,84373-85701,84373-89981,84373-91426,84373-91931,84373-39716,84373-12545,,84373-41872:Evan Engram,84373-41872,TE,Evan,Evan Engram,Engram,6.133333206,12,5100,JAC@TEN,JAC,TEN,1,,,,,,TE/FLEX
2999414694,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-54140,84373-63759,84373-52917,84373-86631,84373-90576,84373-56708,84373-33047,84373-12528,,84373-56248:Noah Brown,84373-56248,WR,Noah,Noah Brown,Brown,5.890000153,10,5100,HOU@DAL,DAL,HOU,1,,,,,,WR/FLEX
2999414696,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-52442,84373-92575,84373-85701,84373-91426,84373-94534,84373-91931,84373-103564,84373-12543,,84373-64585:Dawson Knox,84373-64585,TE,Dawson,Dawson Knox,Knox,5.563636433,11,5000,NYJ@BUF,BUF,NYJ,1,,,,,,TE/FLEX
2999414697,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-21948,84373-89956,84373-91598,84373-39716,84373-72846,84373-90576,84373-88297,84373-64401,84373-12547,,84373-28827:Dare Ogunbowale,84373-28827,RB,Dare,Dare Ogunbowale,Ogunbowale,3.933333397,6,5000,HOU@DAL,HOU,DAL,1,,,,,,RB/FLEX
2999414699,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-38435,84373-39280,84373-71845,84373-52917,84373-56248,84373-85671,84373-71706,84373-34331,84373-12551,,84373-28900:Melvin Gordon III,84373-28900,RB,Melvin,Melvin Gordon III,Gordon III,7.459999847,10,5000,KC@DEN,KC,DEN,4,,,,,,RB/FLEX
2999414702,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-55830,84373-86055,84373-112062,84373-86631,84373-90576,84373-71705,84373-52442,84373-12547,,84373-112057:Jaylen Warren,84373-112057,RB,Jaylen,Jaylen Warren,Warren,3.963636225,11,5000,BAL@PIT,PIT,BAL,1,,,,,,RB/FLEX
2999414705,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-55050,84373-92575,84373-61042,84373-85671,84373-94534,84373-71706,84373-25813,84373-12529,,84373-55748:James Washington,84373-55748,WR,James,James Washington,Washington,4.03125,16,5000,HOU@DAL,DAL,HOU,1,,,,,,WR/FLEX
2999414707,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-54140,84373-86875,84373-32384,84373-63043,84373-91426,84373-64585,84373-25079,84373-12547,,84373-70157:Darrell Henderson Jr.,84373-70157,RB,Darrell,Darrell Henderson Jr.,Henderson Jr.,6.5,10,5000,JAC@TEN,JAC,TEN,1,,,,,,RB/FLEX
2999414708,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-39280,84373-55050,84373-31001,84373-63855,84373-85701,84373-88297,84373-29685,84373-12553,,84373-57909:Marlon Mack,84373-57909,RB,Marlon,Marlon Mack,Mack,1.033333302,3,5000,KC@DEN,DEN,KC,4,,,,,,RB/FLEX
2999414710,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-26483,84373-34331,84373-39280,84373-73048,84373-91426,84373-94534,84373-91931,84373-63043,84373-12549,,84373-52808:Dontrell Hilliard,84373-52808,RB,Dontrell,Dontrell Hilliard,Hilliard,6.063636086,11,5000,JAC@TEN,TEN,JAC,1,,,,,,RB/FLEX
2999414711,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-55050,84373-71444,84373-31001,84373-40669,84373-85701,84373-91931,84373-34331,84373-12530,,84373-6739:DeSean Jackson,84373-6739,WR,DeSean,DeSean Jackson,Jackson,4.166666667,3,5000,BAL@PIT,BAL,PIT,1,,,,,,WR/FLEX
2999414713,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-63759,84373-86055,84373-25079,84373-56248,84373-69956,84373-55335,84373-39280,84373-12532,,84373-25290:Giovani Bernard,84373-25290,RB,Giovani,Giovani Bernard,Bernard,0,1,5000,TB@SF,TB,SF,4,,,,,,RB/FLEX
2999414716,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-86055,84373-91598,84373-103564,84373-55987,84373-85701,84373-64585,84373-34331,84373-12547,,84373-54244:Kenny Golladay,84373-54244,WR,Kenny,Kenny Golladay,Golladay,1.419999981,5,5000,PHI@NYG,NYG,PHI,1,,,,,,WR/FLEX
2999414719,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-40167,84373-86055,84373-53390,84373-53498,84373-85671,84373-71706,84373-39280,84373-12529,,84373-60451:Tyler Conklin,84373-60451,TE,Tyler,Tyler Conklin,Conklin,6.424999873,12,4900,NYJ@BUF,NYJ,BUF,1,,,,,,TE/FLEX
2999414720,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-38435,84373-39280,84373-92575,84373-111631,84373-33047,84373-85671,84373-33076,84373-34331,84373-12529,,84373-53303:Matt Breida,84373-53303,RB,Matt,Matt Breida,Breida,2.5,12,4900,PHI@NYG,NYG,PHI,1,,,,,,RB/FLEX
2999414721,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-38435,84373-54140,84373-63759,84373-53390,84373-85671,84373-86631,84373-91046,84373-45439,84373-12547,,84373-83083:Justin Watson,84373-83083,WR,Justin,Justin Watson,Watson,3.383333206,12,4900,KC@DEN,KC,DEN,4,,,,,,WR/FLEX
2999414723,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-55050,84373-55830,84373-72846,84373-91426,84373-94534,84373-90307,84373-39716,84373-12547,,84373-53390:Zach Pascal,84373-53390,WR,Zach,Zach Pascal,Pascal,2.933333291,9,4900,PHI@NYG,PHI,NYG,1,,,,,,WR/FLEX
2999414724,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-103252,84373-45631,84373-31001,84373-32384,84373-39716,84373-60451,84373-25079,84373-12547,,84373-86192:KJ Hamler,84373-86192,WR,KJ,KJ Hamler,Hamler,3.71666654,6,4900,KC@DEN,DEN,KC,4,IR,Hamstring,,,,WR/FLEX
2999414726,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-57439,84373-34331,84373-52442,84373-53097,84373-63855,84373-89981,84373-33076,84373-40669,84373-12547,,84373-40126:Austin Hooper,84373-40126,TE,Austin,Austin Hooper,Hooper,4.450000127,12,4900,JAC@TEN,TEN,JAC,1,,,,,,TE/FLEX
2999414729,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-86055,84373-91598,84373-40669,84373-89981,84373-91426,84373-71706,84373-53562,84373-12551,,84373-25813:Phillip Dorsett II,84373-25813,WR,Phillip,Phillip Dorsett II,Dorsett II,3,10,4900,HOU@DAL,HOU,DAL,1,,,,,,WR/FLEX
2999414731,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-55050,84373-91598,84373-52917,84373-63819,84373-90561,84373-71706,84373-39716,84373-12530,,84373-69860:Trayveon Williams,84373-69860,RB,Trayveon,Trayveon Williams,Williams,1.899999936,3,4900,CLE@CIN,CIN,CLE,1,,,,,,RB/FLEX
2999414732,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-70051,84373-54140,84373-86055,84373-63043,84373-71032,84373-86631,84373-86244,84373-38791,84373-12531,,84373-80281:C.J. Board,84373-80281,WR,C.J.,C.J. Board,Board,0.275000006,4,4900,JAC@TEN,TEN,JAC,1,O,Ribs,,,,WR/FLEX
2999414733,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-39280,84373-52922,84373-39716,84373-45439,84373-86631,84373-64585,84373-103252,84373-12547,,84373-114180:David Bell,84373-114180,WR,David,David Bell,Bell,2.445454511,11,4900,CLE@CIN,CLE,CIN,1,,,,,,WR/FLEX
2999414735,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-39280,84373-87467,84373-85798,84373-86631,84373-90576,84373-64585,84373-39716,84373-12529,,84373-62055:Ray-Ray McCloud III,84373-62055,WR,Ray-Ray,Ray-Ray McCloud III,McCloud III,2.408333302,12,4900,TB@SF,SF,TB,4,,,,,,WR/FLEX
2999414736,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-92020,84373-54140,84373-91598,84373-52917,84373-55987,84373-85671,84373-86244,84373-38264,84373-12534,,84373-61273:Scotty Miller,84373-61273,WR,Scotty,Scotty Miller,Miller,3.6875,8,4900,TB@SF,TB,SF,4,,,,,,WR/FLEX
2999414738,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-40167,84373-52442,84373-41305,84373-86631,84373-94534,84373-86244,84373-34331,84373-12551,,84373-71521:Justice Hill,84373-71521,RB,Justice,Justice Hill,Hill,2.939999962,10,4900,BAL@PIT,BAL,PIT,1,,,,,,RB/FLEX
2999414740,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-34331,84373-52922,84373-103564,84373-60858,84373-85701,84373-40126,84373-137902,84373-12532,,84373-70601:Harrison Bryant,84373-70601,TE,Harrison,Harrison Bryant,Bryant,3.729999924,10,4900,CLE@CIN,CLE,CIN,1,,,,,,TE/FLEX
2999414742,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-38791,84373-52442,84373-111631,84373-85671,84373-86997,84373-64585,84373-57338,84373-12551,,84373-86047:Malik Davis,84373-86047,RB,Malik,Malik Davis,Davis,5.574999809,4,4800,HOU@DAL,DAL,HOU,1,,,,,,RB/FLEX
2999414746,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-55050,84373-92575,84373-52917,84373-86631,84373-90561,84373-71706,84373-40647,84373-12547,,84373-88109:Gary Brightwell,84373-88109,RB,Gary,Gary Brightwell,Brightwell,1.380000019,10,4800,PHI@NYG,NYG,PHI,1,,,,,,RB/FLEX
2999414750,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-63759,84373-86055,84373-60858,84373-91426,84373-94534,84373-41872,84373-39280,84373-12532,,84373-63625:Nyheim Hines,84373-63625,RB,Nyheim,Nyheim Hines,Hines,3.674999873,12,4800,NYJ@BUF,BUF,NYJ,1,,,,,,RB/FLEX
2999414753,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-43433,84373-91598,84373-32384,84373-86997,84373-89981,84373-71706,84373-103252,84373-12547,,84373-24755:Jamison Crowder,84373-24755,WR,Jamison,Jamison Crowder,Crowder,2.25,4,4800,NYJ@BUF,BUF,NYJ,1,IR,Ankle,,,,WR/FLEX
2999414755,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-39280,84373-91598,84373-63855,84373-86631,84373-90576,84373-90307,84373-41305,84373-12529,,84373-90307:Daniel Bellinger,84373-90307,TE,Daniel,Daniel Bellinger,Bellinger,6.614285605,7,4800,PHI@NYG,NYG,PHI,1,,,,,,TE/FLEX
2999414757,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-55830,84373-91598,84373-39716,84373-55987,84373-85701,84373-64585,84373-34331,84373-12534,,84373-88297:Chig Okonkwo,84373-88297,TE,Chig,Chig Okonkwo,Okonkwo,4.059999847,10,4800,JAC@TEN,TEN,JAC,1,,,,,,TE/FLEX
2999414759,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-52442,84373-53562,84373-53390,84373-53498,84373-69956,84373-33076,84373-34331,84373-12547,,84373-12526:Buffalo Bills,84373-12526,D,Buffalo,Buffalo Bills,Bills,8.833333333,12,4800,NYJ@BUF,BUF,NYJ,1,,,,,,DEF
2999414761,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-63336,84373-39280,84373-86055,84373-40669,84373-55987,84373-94534,84373-33076,84373-34331,84373-12532,,84373-64905:Trenton Irwin,84373-64905,WR,Trenton,Trenton Irwin,Irwin,4.440000153,5,4800,CLE@CIN,CIN,CLE,1,,,,,,WR/FLEX
